# Everyday Ukrainian for the glide list: words a person types in a message that the
# news-and-encyclopedia corpus under-rates or lacks. Merged into uk.txt by
#   scripts/build-wordlist.py app/src/main/assets/dictionaries/uk.txt app/src/main/assets/dictionaries/uk.txt --boost scripts/wordlists/uk-everyday.tsv
# A boost only raises or adds; tiers: 200 greetings and replies, 180 pronouns, messaging
# verbs and time words, 165 everyday nouns and adjectives. Lowercase letters (with an apostrophe inside a word that has one) only, no names.

# greetings and goodbyes
привіт	200
вітаю	200
добрий	200
доброго	200
ранку	200
дня	200
вечора	200
добраніч	200
бувай	200
па	200
удачі	200
щасти	200

# thanks and apologies
дякую	200
дякуємо	200
прошу	200
будь	200
ласка	200
вибач	200
вибачте	200
перепрошую	200

# yes, no and shades between
так	200
ні	200
добре	200
гаразд	200
окей	200
ок	200
ага	200
угу	200
звісно	200
звичайно	200
точно	200
можливо	200
напевно	200
авжеж	200

# reactions
супер	200
чудово	200
класно	200
круто	200
зрозуміло	200
зрозумів	200
зрозуміла	200
домовились	200
домовилися	200
згоден	200
згодна	200
шкода	200
жаль	200

# pronouns and their forms
я	180
ти	180
ми	180
ви	180
він	180
вона	180
вони	180
мене	180
мені	180
тебе	180
тобі	180
нас	180
нам	180
вас	180
вам	180
його	180
її	180
їх	180
їм	180
мій	180
моя	180
моє	180
мої	180
твій	180
твоя	180
твоє	180
твої	180
наш	180
ваш	180
свій	180
себе	180
собі	180

# pointing and asking
хто	180
що	180
це	180
цей	180
ця	180
ці	180
той	180
та	180
те	180
там	180
тут	180
туди	180
сюди	180
коли	180
де	180
куди	180
звідки	180
чому	180
навіщо	180
як	180
скільки	180
який	180
яка	180
яке	180
які	180
хтось	180
щось	180
десь	180
колись	180
ніхто	180
нічого	180
ніколи	180

# messaging verbs
напиши	180
напишу	180
написав	180
написала	180
пиши	180
подзвони	180
подзвоню	180
дзвони	180
зателефонуй	180
зателефоную	180
телефонуй	180
скинь	180
скину	180
надішли	180
надішлю	180
відправ	180
відправлю	180
подивись	180
подивлюсь	180
глянь	180
скажи	180
скажу	180
сказав	180
сказала	180
розкажи	180
зроби	180
зроблю	180
зробив	180
зробила	180
візьми	180
візьму	180
купи	180
куплю	180
приходь	180
прийду	180
прийшов	180
прийшла	180
приїду	180
приїжджай	180
зустрінемось	180
зустрінемося	180
побачимось	180
побачимося	180
чекаю	180
чекай	180
зачекай	180

# being, having, wanting
буду	180
будеш	180
буде	180
будемо	180
будете	180
будуть	180
був	180
була	180
було	180
були	180
є	180
немає	180
нема	180
маю	180
маєш	180
має	180
хочу	180
хочеш	180
хоче	180
хочемо	180
можу	180
можеш	180
може	180
можна	180
треба	180
потрібно	180
знаю	180
знаєш	180
знає	180
думаю	180
думаєш	180
бачу	180
бачиш	180
йду	180
йдеш	180
іду	180
їду	180
працюю	180
працюєш	180
люблю	180
подобається	180
розумію	180
розумієш	180
забув	180
забула	180
встигну	180
запізнюсь	180

# time and place
зараз	180
сьогодні	180
завтра	180
післязавтра	180
вчора	180
позавчора	180
потім	180
пізніше	180
раніше	180
скоро	180
незабаром	180
вже	180
ще	180
поки	180
зранку	180
вранці	180
вдень	180
ввечері	180
вночі	180
вдома	180
дома	180
тиждень	180
вихідні	180
субота	180
неділя	180
